X,alpha,sigma
6366,2.77824733,7.453614752
6367,2.96839008,8.304679155
6368,2.614375218,6.765029346
6369,3.324531097,6.656870669
6370,2.998740228,7.69792285
6371,4.147074357,7.332293422
6372,3.419578174,7.449614538
6373,3.317638247,6.937026732
6374,2.969144415,6.364049707
6375,2.446759418,6.828002217
6376,3.12579763,6.930755703
6377,2.718913748,7.154392362
6378,3.120415464,7.09033697
6379,2.987898373,8.276167262
6380,3.36114915,7.432832299
6381,2.823529867,7.061384428
6382,4.150022017,7.095252675
6383,3.973251023,7.656648157
6384,3.099151321,8.530691725
6385,2.980969387,7.616731315
6386,3.735682498,7.313027665
6387,3.526431208,7.105011672
6388,2.422117806,7.503767738
6389,3.295759858,7.157253062
6390,3.959056411,7.014971168
6391,3.282726154,8.022899545
6392,2.819753769,6.153098124
6393,3.060051931,7.201999231
6394,2.119357596,8.168728039
6395,3.147013157,7.159489439
6396,3.244889407,7.81479961
6397,2.335597613,8.120861128
6398,2.659936996,7.414010757
6399,2.351092517,9.323989584
6400,3.101022284,7.303731202
6401,2.811012773,6.754176981
6402,3.501451532,6.930894388
6403,3.427798475,7.707068687
6404,3.358373413,6.47478283
6405,2.835836499,7.113024884
6406,2.667604731,7.463974708
6407,2.524881725,8.030358114
6408,3.713523488,7.975605903
6409,2.747690506,7.012872971
6410,4.052731074,6.202762237
6411,2.731223336,7.617097609
6412,3.129108103,7.042995491
6413,2.937887565,6.981532512
6414,2.771403793,7.736123745
6415,3.135438714,6.732106291
6416,3.21836216,7.572065276
6417,2.17079635,7.708690801
6418,3.862798228,6.41433317
6419,2.488656556,8.275559892
6420,2.654962874,8.394878888
6421,4.010701288,7.471217049
6422,4.113542638,6.913697241
6423,2.780279225,6.775684634
6424,3.689039013,7.346510289
6425,3.686197509,6.511276445
6426,2.991341897,6.763132614
6427,3.8158544,6.96244706
6428,2.665293141,6.126318615
6429,4.385025159,7.367269732
6430,2.496786563,7.411248724
6431,2.412586019,8.265841253
6432,3.890090107,6.749946887
6433,2.826692784,6.490630073
6434,3.358675881,8.823422742
6435,2.939741202,7.344647206
6436,3.407129771,7.281814654
6437,2.65045092,6.649112429
6438,3.420095792,7.5969342
6439,2.078158634,7.168115342
6440,2.998627431,8.173577102
6441,3.191984383,7.219725803
6442,3.02678211,7.252712394
6443,2.6005873,7.095498641
6444,2.89285328,7.358664048
6445,3.123380676,7.113464771
6446,3.127702901,6.784485357
6447,2.966945184,7.508911721
6448,2.455761474,7.883644679
6449,3.04466165,7.663387637
6450,3.518083121,7.191651694
6451,2.34279704,7.64924458
6452,4.698028035,6.992887112
6453,4.202668255,6.277619867
6454,3.538936556,6.179330084
6455,3.015196706,6.731922546
6456,3.543028791,7.285966567
6457,2.944504269,7.146343891
6458,2.574100592,7.413038399
6459,3.119196234,7.625480931
6460,2.840613758,6.788635548
6461,2.795753042,7.089312653
6462,3.384799464,7.549077182
6463,3.960329476,6.850527418
6464,4.02572237,7.536938879
6465,4.057324927,6.926778077
6466,2.239541316,7.624910518
6467,2.070367448,7.921261359
6468,2.857832611,7.250111588
6469,2.611196026,7.865196757
6470,3.168212605,8.169174381
6471,3.72661204,7.122363526
6472,2.035105433,7.874937238
6473,3.210444548,7.009923819
6474,3.6690918,7.484842656
6475,2.92075691,6.546976263
6476,2.586121301,7.37546523
6477,3.168018114,6.618702287
6478,2.819983633,7.294207773
6479,4.27504099,7.149949449
6480,2.56328668,7.285753978
6481,3.419495516,6.617775787
6482,3.223978791,6.352926372
6483,3.429985069,6.944723747
6484,3.294754625,7.268215701
6485,4.090321994,7.121341255
6486,3.102667238,7.110774775
6487,2.782946408,7.612163651
6488,2.960555568,6.87674757
6489,2.630484055,7.068361692
6490,2.811681844,7.760423242
6491,2.983074317,7.323394404
6492,3.495642593,6.991713492
6493,2.406978814,6.92530553
6494,2.248565012,6.743108978
6495,2.930285072,7.0426125
6496,2.888972905,7.515928128
6497,2.468413844,6.726055343
6498,3.545881648,7.090051111
6499,3.556684274,6.705122073
6500,3.677481967,6.089439292
6501,4.032376558,6.737040341
6502,3.27583398,6.619927257
6503,2.701468452,6.405090487
6504,3.703501263,6.793018931
6505,3.337117266,6.807209444
6506,3.802136578,6.466555437
6507,2.685042592,7.168414163
6508,2.612248207,6.50224583
6509,3.120397502,7.575838187
6510,2.768105454,7.340354201
6511,3.384402095,7.0282124
6512,2.63551461,7.217408635
6513,3.374425697,7.741591439
6514,4.01410225,6.983812571
6515,3.492625857,7.671034267
6516,3.434042495,7.367026326
6517,2.829380485,7.41348337
6518,2.875797051,6.154669915
6519,3.425535765,7.173699075
6520,2.579037942,7.84897233
6521,2.643674917,6.864584542
6522,3.494378485,7.307143779
6523,2.651173719,7.356119374
6524,3.231845936,6.346699976
6525,5.456578194,6.454945333
6526,2.477856706,6.546168613
6527,3.040859078,8.072946034
6528,3.087667877,6.74075917
6529,2.709453446,7.406793451
6530,2.425557974,6.675284167
6531,2.349562953,7.645001135
6532,2.716598459,8.210085894
6533,2.733874256,6.570384135
6534,2.68998448,7.564647244
6535,3.22095258,7.867296239
6536,2.782183739,7.546293559
6537,2.879042017,9.22931386
6538,3.270444399,7.390932199
6539,3.069241392,6.683947717
6540,3.015915663,7.252269668
6541,2.823081767,6.67485398
6542,2.974601048,7.967748979
6543,2.99756094,7.636406834
6544,3.014724579,7.284567233
6545,3.149510415,7.438698208
6546,2.760756577,7.609725857
6547,2.943968082,7.722423892
6548,2.132062669,7.893778207
6549,4.498636257,7.081112851
6550,1.976263765,7.443649282
6551,2.931159515,7.173189324
6552,2.296913116,6.823275866
6553,2.903496917,7.946882502
6554,2.425119575,7.253684486
6555,3.360622842,6.53738763
6556,3.138923314,7.225102861
6557,2.622893478,6.939102937
6558,2.83814994,7.356769831
6559,2.571263632,7.612344658
6560,3.476493886,6.683493166
6561,3.069202014,6.749867515
6562,2.680283479,7.536298346
6563,3.197708002,7.533240204
6564,2.94576863,6.512388954
6565,3.89049972,6.622887383
6566,3.133838245,7.028116463
6567,2.873038627,7.758389201
6568,3.253948367,6.639368194
6569,3.122841481,7.183682345
6570,3.839820509,6.924820509
6571,2.681371036,7.652559323
6572,3.047235272,8.712438879
6573,2.167306485,7.641642369
6574,3.837527983,6.659808907
6575,2.843247313,7.516736791
6576,3.526674684,7.316211147
6577,3.136332071,7.507805398
6578,3.310313564,7.470154706
6579,2.487251529,8.38275129
6580,3.389008914,7.468103512
6581,2.599089874,6.60073064
6582,3.643438203,6.466119493
6583,2.860447035,6.440072167
6584,3.612985148,6.671331466
6585,2.858710059,7.504631427
6586,3.714285148,6.752246139
6587,2.504388958,7.191012033
6588,2.736627992,6.709513542
6589,2.399170245,7.007129736
6590,2.854748495,7.741906517
6591,4.116297001,6.883240272
6592,2.473167025,6.279619043
6593,2.647291378,8.226340382
6594,2.123133265,7.087969953
6595,3.0813079,6.792780616
6596,1.98580773,7.702054671
6597,2.655507777,8.583560225
6598,3.693325609,6.964186568
6599,3.613783207,6.935151623
6600,3.424315371,7.239581423
6601,3.781984828,7.033600214
6602,4.096274526,6.774908354
6603,2.114340777,7.365657802
6604,3.980907537,6.458062197
6605,2.836410263,7.818150783
6606,3.417415905,6.399860488
6607,3.348507377,7.430903684
6608,2.722371923,7.093948535
6609,4.2302781,6.931829759
6610,3.137066617,7.28602854
6611,3.127073703,7.66124474
6612,3.913611426,7.265909465
6613,3.60337419,7.47971198
6614,3.257300472,7.392889294
6615,3.200051911,7.963958062
6616,3.704148727,7.113703015
6617,2.387693472,7.928810437
6618,2.806330619,6.897157667
6619,3.078398625,8.180087238
6620,3.377115049,7.887500475
6621,3.222101264,6.757124478
6622,3.106312974,6.717071527
6623,2.554498372,7.200778742
6624,2.457425475,7.891916358
6625,2.528960362,7.608669001
6626,3.883582086,7.34985873
6627,2.498515767,6.686234642
6628,2.849558119,7.405390814
6629,3.118590511,7.340508122
6630,3.164059719,7.19720204
6631,2.206745292,7.29279982
6632,3.119088714,6.72944454
6633,2.582059643,8.515287234
6634,2.688680205,9.306506742
6635,3.044165196,7.425706642
6636,3.204967468,6.891946044
6637,2.684944836,7.07333609
6638,3.411656152,6.627865928
6639,2.768384445,7.39609889
6640,2.805284071,7.37614944
6641,2.788048511,6.816477519
6642,3.971132929,6.7841889
6643,2.794622593,7.191139077
6644,2.152680178,8.446643088
6645,2.59252055,7.31172596
6646,3.216888991,7.028614638
6647,2.655971113,7.723788019
6648,3.618512631,7.188038064
6649,3.067279523,7.435925841
6650,3.414565825,7.504533053
6651,3.557981795,7.065340157
6652,2.392683477,6.966711884
6653,2.812176646,7.053837083
6654,3.974166869,6.985541093
6655,2.10119514,7.750806034
6656,2.006642618,7.882185948
6657,3.026116478,6.242593492
6658,3.745972096,6.515668179
6659,2.648682054,7.148018142
6660,3.75242497,7.446227664
6661,2.759207747,8.012556718
6662,2.0997804,9.202555095
6663,2.748280465,6.430554745
6664,2.615190505,6.992819679
6665,3.943473686,7.18885402
6666,2.882000056,6.68261991
6667,2.943827631,7.410520502
6668,2.742850509,6.226651879
6669,2.497685553,7.252557193
6670,3.380900798,6.619617125
6671,2.278553044,6.863462686
6672,3.403382806,6.713916716
6673,3.280852623,7.438349787
6674,2.681150945,6.974117788
6675,3.098696709,8.100915907
6676,3.712956953,7.507043801
6677,3.189487638,7.29840021
6678,3.119809843,6.306228843
6679,2.630059216,7.472913225
6680,3.52475359,6.746486473
6681,2.917240382,6.729556926
6682,2.25386856,6.214330397
6683,2.591954448,7.492461117
6684,2.143025285,8.255153857
6685,2.61494117,7.289275041
6686,2.448366308,6.87003085
6687,2.6192283,9.03618078
6688,2.601808948,7.476058948
6689,2.155535848,8.86301417
6690,2.392148386,6.834277271
6691,3.188255073,7.503543345
6692,3.724708613,7.823145874
6693,3.307117544,6.773924062
6694,2.822449921,6.837826797
6695,4.336304494,6.711774143
6696,3.474518196,6.30728391
6697,3.241019543,7.65708405
6698,2.980258372,6.670829355
6699,3.67335235,6.672149923
6700,2.270401482,7.654217852
6701,3.781426543,6.866683753
6702,2.907942535,7.541723483
6703,3.489128314,7.373004029
6704,2.18430546,7.987879976
6705,2.31562151,9.690283378
6706,2.928137097,6.265331903
6707,3.463493339,7.099991418
6708,2.907073861,7.150588173
6709,2.762264373,7.14300997
6710,2.8700225,6.848400015
6711,3.341914481,6.982974256
6712,2.809645523,7.401456243
6713,2.396713528,6.980573526
6714,3.696612725,6.796262027
6715,3.205285556,7.190299676
6716,4.371929238,6.487134932
6717,2.786926857,8.244728277
6718,4.043434865,6.822290234
6719,2.698348809,7.343614789
6720,2.713496859,7.104937838
6721,3.775785723,6.988814121
6722,2.921241287,7.86954102
6723,3.45873088,7.001054672
6724,3.497607011,6.311094688
6725,2.948464744,6.413874628
6726,2.612202079,7.075125125
6727,2.654778364,8.419282744
6728,2.491848475,6.537772064
6729,3.366701611,7.866988267
6730,4.026083185,7.221739629
6731,2.510541116,6.66766907
6732,3.125514422,6.867043046
6733,3.341510417,6.59903905
6734,3.001401463,8.080689931
6735,4.021651095,6.707619613
6736,3.111772831,7.916822789
6737,3.207861029,7.406454442
6738,3.183953346,7.296403348
6739,3.587211202,7.075986152
6740,2.866434425,8.695337774
6741,3.424781199,6.829477025
6742,2.83009869,6.991829065
6743,2.908091065,6.671824666
6744,2.265302553,7.304228848
6745,2.667173859,7.704902577
6746,3.854544916,7.261554008
6747,2.575829181,7.838989341
6748,2.657138669,6.596357819
6749,2.423755482,7.562993319
6750,4.216872764,6.887087676
6751,3.414147933,7.345056932
6752,3.488568013,6.879644107
6753,3.958534088,6.282135206
6754,3.680694916,7.068425421
6755,3.137271883,6.412509417
6756,3.416557146,7.040399367
6757,3.809128116,6.74342986
6758,2.238989029,10.17026501
6759,2.240848094,6.889537575
6760,4.207965921,7.39792748
6761,2.592829348,7.191956662
6762,3.395071525,7.198962143
6763,3.503764236,6.688083167
6764,3.466381679,6.933644457
6765,2.828289831,7.769390171
6766,3.453743265,6.92722422
6767,2.91308069,9.072832717
6768,3.617375414,6.805906121
6769,2.608143053,7.923049964
6770,2.23025867,7.861252169
6771,2.739315379,7.688054189
6772,2.770348243,7.525753936
6773,3.161428931,7.580065478
6774,3.230989973,7.777802552
6775,2.898350845,7.166527591
6776,3.150601962,6.861169451
6777,2.830145801,6.791928737
6778,2.302195403,7.239608578
6779,2.913456363,6.635254917
6780,2.095031529,8.56390861
6781,3.020637947,6.80364876
6782,2.515968952,7.301435811
6783,3.230599791,6.463449688
6784,3.060836885,6.564116144
6785,2.519535466,6.333772459
6786,3.198337972,7.148365087
6787,2.825039956,7.367709443
6788,3.267205039,7.012807825
6789,2.559270022,6.813586143
6790,2.529185415,8.169982983
6791,4.159630679,6.717137966
6792,2.297725938,6.693858624
6793,3.169200759,6.827963308
6794,3.108856696,6.36137747
6795,3.191017785,7.068674179
6796,3.246209211,7.886917032
6797,2.691117116,6.865750092
6798,3.903055118,7.613564034
6799,3.898269253,6.931885241
6800,2.947282821,7.569078439
6801,2.048396997,8.541235611
6802,3.588787508,6.729690316
6803,2.670489367,7.4892665
6804,3.083256075,6.811306071
6805,2.743396269,7.575082635
6806,3.522903698,7.723736926
6807,2.644927834,7.82030939
6808,4.666550506,6.858502013
6809,3.149704554,6.981836949
6810,2.515882823,8.314242991
6811,2.380521314,6.640065636
6812,3.326118456,7.707011263
6813,4.131577369,7.327336526
6814,3.416681268,7.256759145
6815,3.600609827,6.43492238
6816,2.707188506,7.736256197
6817,4.313277746,6.643035996
6818,3.114755438,7.494643361
6819,3.001432501,6.771450265
6820,2.892502418,7.17187646
6821,3.586310138,6.78742724
6822,3.410683749,6.844477063
6823,3.520266168,7.126455011
6824,2.342799858,7.918724134
6825,2.397222196,8.025827325
6826,2.570140022,7.650815464
6827,2.669829409,7.076545239
6828,2.457941497,6.709247533
6829,2.672818385,7.426369628
6830,3.198381227,6.700773088
6831,2.904162427,7.379857958
6832,2.570420201,7.396372716
6833,2.762698555,6.212050659
6834,3.077125728,6.680952998
6835,2.696820633,6.788364948
6836,3.191538204,6.330292134
6837,3.424219729,6.634845989
6838,3.071810344,7.511454117
6839,3.550217128,7.800967247
6840,2.875955415,6.084347992
6841,2.458994499,7.62319199
6842,2.245951139,8.16146353
6843,3.129335909,7.1473648
6844,1.919920003,7.057213613
6845,2.960636175,6.941611959
6846,2.829548748,8.130410756
6847,1.914330144,6.582670708
6848,2.826651252,7.966822552
6849,2.317225769,8.414793349
6850,3.012383056,7.425451367
6851,2.143218347,9.059336986
6852,2.6914891,8.097806588
6853,2.851701958,8.316311145
6854,2.634921925,7.289699605
6855,2.961235265,8.233972539
6856,3.416825069,6.283025054
6857,3.182150331,8.161333407
6858,3.732571463,6.530467131
6859,2.948525675,7.242749815
6860,3.164681684,7.178180201
6861,2.705162824,7.436941819
6862,2.693094155,8.061792356
6863,3.779310396,6.615819209
6864,2.744890723,7.4740515
6865,3.456799579,7.124067518
6866,3.295013348,7.051709951
6867,3.124831492,7.580662241
6868,2.875835701,6.972177528
6869,3.673172334,7.304007347
6870,3.503454124,6.554126695
6871,3.284123325,7.393184424
6872,3.359047058,7.87760386
6873,2.859434741,6.300322508
6874,3.665910852,7.336817794
6875,3.419701847,6.837128665
6876,3.106299249,6.93729763
6877,2.402055678,7.308838275
6878,2.306742362,7.715111507
6879,3.055471552,7.211513956
6880,2.936098161,7.712357252
6881,2.993560711,7.563430794
6882,3.352157897,7.894604474
6883,3.658294929,7.350197722
6884,4.066328635,6.381231675
6885,4.35579071,6.939738845
6886,2.114694235,7.185414201
6887,3.453146558,7.173402208
6888,2.676306721,6.513409474
6889,2.874101034,7.309942314
6890,2.328294017,8.144417838
6891,2.688501816,7.180944338
6892,3.386080154,7.009226445
6893,3.020067291,7.087500497
6894,2.853432085,7.08174589
6895,2.3941895,7.285551813
6896,2.548303388,8.070340416
6897,3.476256102,6.924972181
6898,2.893321823,7.983133806
6899,2.763913958,6.875993985
6900,3.602516912,6.8102052
6901,3.323666695,7.415246587
6902,2.936507779,7.07455656
6903,3.44625683,7.596750658
6904,2.061201336,6.417348043
6905,4.319934775,6.830087583
6906,2.450378842,8.539917047
6907,2.850639386,6.752927622
6908,2.902330137,7.58946705
6909,2.947206121,7.180606037
6910,2.949429469,6.935254875
6911,3.909163654,7.931691829
6912,3.732315738,6.648292271
6913,2.532741176,6.726025011
6914,4.000463517,7.128960651
6915,3.129940639,6.791227168
6916,3.4042354,7.237866266
6917,3.144054773,6.912298602
6918,3.349676459,6.912952429
6919,3.737868499,7.520197474
6920,2.497692533,7.752097033
6921,2.319799902,7.898768141
6922,3.560947009,7.193760863
6923,2.533952618,6.891591188
6924,2.133052424,7.477414904
6925,2.972120173,7.211915449
6926,4.711385087,7.006781562
6927,3.538760416,7.203641578
6928,5.099905151,6.379387989
6929,3.456363179,7.019086124
6930,3.281626199,7.352119409
6931,2.57885265,7.345580371
6932,2.85890167,7.774076159
6933,2.784080114,6.506034451
6934,2.520815468,7.588111022
6935,1.662093132,10.79985541
6936,4.418223014,7.491761483
6937,3.175402648,7.041568022
6938,3.577961987,6.216746134
6939,3.363665711,8.224901955
6940,2.761015951,7.864992169
6941,2.961663368,7.270557432
6942,3.269334427,6.195948898
6943,3.447285868,7.777637081
6944,2.030688696,6.859965838
6945,3.238819633,6.975153657
